Rank;Title;Artists;Date;Danceability;Energy;Loudness;Speechiness;Acousticness;Instrumentalness;Valence;Points;Day in trending
58;10:35;Tiësto, Tate McRae;08/03/2023;0.696;0.793;-5.733.000;0.097;0.068;0.000;0.698;143;120
93;505;Arctic Monkeys;08/03/2023;0.520;0.852;-5.866.000;0.054;0.002;0.000;0.234;108;149
172;About Damn Time;Lizzo;08/03/2023;0.836;0.743;-6.305.000;0.065;0.097;0.000;0.723;29;66
162;After Hours;The Weeknd;08/03/2023;0.664;0.572;-6.099.000;0.031;0.081;0.006;0.143;39;17
130;Ain't That Some;Morgan Wallen;08/03/2023;0.641;0.803;-5.781.000;0.029;0.002;0.000;0.671;71;8
33;AMG;Natanael Cano, Peso Pluma, Gabito Ballesteros;08/03/2023;0.772;0.730;-6.657.000;0.097;0.152;0.000;0.786;168;144
25;Another Love;Tom Odell;08/03/2023;0.442;0.538;-8.550;0.045;0.717;0.000;0.139;176;149
18;Anti-Hero;Taylor Swift;08/03/2023;0.637;0.643;-6.571.000;0.052;0.130;0.000;0.533;183;149
124;Apocalypse;Cigarettes After Sex;08/03/2023;0.369;0.467;-9.018.000;0.027;0.019;0.460;0.174;77;148
6;As It Was;Harry Styles;08/03/2023;0.520;0.731;-5.338.000;0.056;0.342;0.001;0.662;195;149
65;Bad Habit;Steve Lacy;08/03/2023;0.686;0.494;-7.093.000;0.036;0.613;0.000;0.700;136;149
47;Bebe Dame;Fuerza Regida, Grupo Frontera;08/03/2023;0.529;0.602;-4.629.000;0.046;0.299;0.000;0.756;154;149
125;Believer;Imagine Dragons;08/03/2023;0.776;0.780;-4.374.000;0.128;0.062;0.000;0.666;76;149
188;Besos Moja2;Wisin & Yandel, ROSALÍA;08/03/2023;0.736;0.727;-4.642.000;0.057;0.058;0.000;0.644;13;68
126;Blank Space;Taylor Swift;08/03/2023;0.760;0.703;-5.412.000;0.054;0.103;0.000;0.570;75;148
48;Blinding Lights;The Weeknd;08/03/2023;0.514;0.730;-5.934.000;0.060;0.001;0.000;0.334;153;149
154;Bloody Mary;Lady Gaga;08/03/2023;0.591;0.637;-6.365.000;0.030;0.011;0.000;0.432;47;77
39;Bones;Imagine Dragons;08/03/2023;0.772;0.750;-3.670;0.046;0.020;0.000;0.587;162;149
5;Boy's a liar Pt. 2;PinkPantheress, Ice Spice;08/03/2023;0.696;0.809;-8.254.000;0.050;0.252;0.000;0.857;196;139
76;CAIRO;KAROL G, Ovy On The Drums;08/03/2023;0.957;0.677;-3.979.000;0.292;0.483;0.000;0.469;125;105
99;Call Out My me;The Weeknd;08/03/2023;0.461;0.593;-4.954.000;0.036;0.170;0.000;0.175;102;119
10;Calm Down (with Selena Gomez);Rema, Selena Gomez;08/03/2023;0.801;0.806;-5.206.000;0.038;0.382;0.001;0.802;191;149
153;Can't Hold Us (feat. Ray Dalton);Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton;08/03/2023;0.633;0.927;-4.468.000;0.084;0.027;0.000;0.880;48;132
34;ceilings;Lizzy McAlpine;08/03/2023;0.516;0.322;-11.762.000;0.029;0.473;0.002;0.261;167;105
119;Ch y la Pizza;Fuerza Regida, Natanael Cano;08/03/2023;0.628;0.668;-2.722.000;0.117;0.329;0.000;0.845;82;125
52;CHORRITO PA LAS ANIMAS;Feid;08/03/2023;0.743;0.831;-4.042.000;0.058;0.114;0.000;0.609;149;148
94;Cold Heart - PNAU Remix;Elton John, Dua Lipa, PNAU;08/03/2023;0.795;0.800;-6.320;0.031;0.035;0.000;0.934;107;149
146;Counting Stars;OneRepublic;08/03/2023;0.664;0.705;-4.972.000;0.038;0.065;0.000;0.477;55;148
8;Creepin' (with The Weeknd & 21 Savage);Metro Boomin, The Weeknd, 21 Savage;08/03/2023;0.715;0.620;-6.005.000;0.048;0.417;0.000;0.172;193;149
66;CUFF IT;Beyoncé;08/03/2023;0.780;0.689;-5.668.000;0.141;0.037;0.000;0.642;135;145
57;Cupido;TINI;08/03/2023;0.913;0.584;-5.263.000;0.223;0.521;0.000;0.627;144;102
89;Dandelions;Ruth B.;08/03/2023;0.609;0.692;-2.958.000;0.026;0.016;0.000;0.454;112;149
177;Dark Red;Steve Lacy;08/03/2023;0.603;0.784;-4.023.000;0.062;0.446;0.000;0.769;24;101
170;Demons;Imagine Dragons;08/03/2023;0.505;0.710;-3.015.000;0.032;0.190;0.000;0.428;31;126
104;DESPECHÁ;ROSALÍA;08/03/2023;0.914;0.622;-6.538.000;0.089;0.146;0.000;0.770;97;142
180;Diamonds;Rihanna;08/03/2023;0.564;0.710;-4.920;0.046;0.001;0.000;0.393;21;22
190;Die 4 Me;Halsey;08/03/2023;0.694;0.743;-4.267.000;0.083;0.355;0.000;0.554;11;2
16;Die For You;The Weeknd;08/03/2023;0.586;0.525;-7.163.000;0.062;0.111;0.000;0.508;185;181
1;Die For You - Remix;The Weeknd, Ariana Grande;08/03/2023;0.531;0.525;-6.500;0.067;0.232;0.000;0.502;200;18
42;Ditto;NewJeans;08/03/2023;0.814;0.641;-5.957.000;0.111;0.027;0.000;0.183;159;145
145;Do I Wanna Know?;Arctic Monkeys;08/03/2023;0.548;0.532;-7.596.000;0.032;0.186;0.000;0.405;56;139
122;Easy On Me;Adele;08/03/2023;0.604;0.366;-7.519.000;0.028;0.578;0.000;0.130;79;148
80;Efecto;Bad Bunny;08/03/2023;0.801;0.475;-8.797.000;0.052;0.141;0.000;0.234;121;149
128;El Azul;Junior H, Peso Pluma;08/03/2023;0.558;0.648;-7.081.000;0.055;0.226;0.000;0.844;73;95
75;El Gordo Trae El Mando;Chino Pacas;08/03/2023;0.736;0.800;-5.380;0.053;0.179;0.000;0.961;126;107
131;El Merengue;Marshmello, Manuel Turizo;08/03/2023;0.775;0.677;-4.703.000;0.044;0.031;0.005;0.698;70;87
150;En Paris;El Chachito, Junior H;08/03/2023;0.702;0.483;-7.990;0.052;0.366;0.000;0.769;51;66
171;Enemy (with JID) - from the series Arcane League of Legends;Imagine Dragons, JID, Arcane, League of Legends;08/03/2023;0.728;0.783;-4.424.000;0.266;0.237;0.000;0.555;30;96
19;Escapism.;RAYE, 070 Shake;08/03/2023;0.538;0.742;-5.355.000;0.114;0.138;0.000;0.250;182;149
155;Everything I Love;Morgan Wallen;08/03/2023;0.568;0.841;-3.802.000;0.026;0.005;0.001;0.668;46;10
36;Feliz Cumpleaños Ferxxo;Feid;08/03/2023;0.865;0.573;-5.501.000;0.068;0.086;0.000;0.563;165;149
56;Fin de Semana;Oscar Maydon, Junior H;08/03/2023;0.699;0.541;-4.943.000;0.083;0.063;0.000;0.365;145;134
3;Flowers;Miley Cyrus;08/03/2023;0.707;0.681;-4.325.000;0.067;0.063;0.000;0.646;198;137
189;Gangsta's Paradise;Coolio, L.V.;08/03/2023;0.647;0.514;-10.050;0.059;0.066;0.000;0.386;12;97
74;Gato de Noche;Ñengo Flow, Bad Bunny;08/03/2023;0.892;0.662;-3.894.000;0.162;0.169;0.000;0.607;127;126
83;Ghost;Justin Bieber;08/03/2023;0.601;0.741;-5.569.000;0.048;0.185;0.000;0.441;118;149
90;Glimpse of Us;Joji;08/03/2023;0.440;0.317;-9.258.000;0.053;0.891;0.000;0.268;111;145
27;golden hour;JVKE;08/03/2023;0.515;0.593;-4.801.000;0.032;0.653;0.162;0.153;174;149
173;Heart To Heart;Mac DeMarco;08/03/2023;0.901;0.136;-16.127.000;0.102;0.667;0.354;0.643;28;78
179;Heartless;The Weeknd;08/03/2023;0.537;0.746;-5.507.000;0.150;0.024;0.000;0.252;22;12
68;Heat Waves;Glass Animals;08/03/2023;0.761;0.525;-6.900;0.094;0.440;0.000;0.531;133;149
193;Heather;Conan Gray;08/03/2023;0.357;0.425;-7.301.000;0.033;0.584;0.000;0.270;8;67
109;Heaven;Niall Horan;08/03/2023;0.571;0.761;-3.485.000;0.026;0.071;0.000;0.681;92;41
20;Here With Me;d4vd;08/03/2023;0.574;0.469;-8.209.000;0.025;0.534;0.000;0.288;181;149
22;Hey Mor;Ozuna, Feid;08/03/2023;0.901;0.589;-6.713.000;0.289;0.003;0.000;0.399;179;149
139;Hype Boy;NewJeans;08/03/2023;0.593;0.935;-3.430;0.225;0.268;0.000;0.783;62;84
32;I Ain't Worried;OneRepublic;08/03/2023;0.697;0.802;-6.412.000;0.046;0.099;0.000;0.822;169;149
163;I Like You (A Happier Song) (with Doja Cat);Post Malone, Doja Cat;08/03/2023;0.733;0.670;-6.009.000;0.075;0.121;0.000;0.472;38;81
164;I Love You So;The Walters;08/03/2023;0.575;0.648;-4.891.000;0.036;0.583;0.000;0.466;37;106
31;I Wanna Be Yours;Arctic Monkeys;08/03/2023;0.464;0.417;-9.345.000;0.026;0.136;0.022;0.479;170;149
88;I Was Never There;The Weeknd, Gesaffelstein;08/03/2023;0.323;0.737;-4.008.000;0.034;0.142;0.000;0.155;113;140
196;I Wrote The Book;Morgan Wallen;08/03/2023;0.692;0.808;-3.757.000;0.040;0.083;0.000;0.802;5;9
168;If We Ever Broke Up;Mae Stephens;08/03/2023;0.898;0.732;-3.982.000;0.043;0.621;0.000;0.960;33;57
15;I'm Good (Blue);David Guetta, Bebe Rexha;08/03/2023;0.561;0.965;-3.673.000;0.034;0.004;0.000;0.304;186;149
198;In Ha Mood;Ice Spice;08/03/2023;0.768;0.740;-6.595.000;0.336;0.696;0.000;0.532;3;15
141;In the End;Linkin Park;08/03/2023;0.556;0.864;-5.870;0.058;0.010;0.000;0.400;60;37
147;Jimmy Cooks (feat. 21 Savage);Drake, 21 Savage;08/03/2023;0.529;0.673;-4.711.000;0.175;0.000;0.000;0.366;54;145
40;Just Wan Rock;Lil Uzi Vert;08/03/2023;0.486;0.545;-7.924.000;0.034;0.065;0.005;0.039;161;120
192;Kahani Suno 2.0;Kaifi Khalil;08/03/2023;0.577;0.379;-13.235.000;0.037;0.909;0.001;0.260;9;46
4;Kill Bill;SZA;08/03/2023;0.644;0.735;-5.747.000;0.039;0.052;0.144;0.418;197;149
77;Komang;Raim Laode;08/03/2023;0.696;0.412;-8.547.000;0.027;0.415;0.000;0.349;124;83
14;La Bachata;Manuel Turizo;08/03/2023;0.835;0.679;-5.329.000;0.036;0.583;0.000;0.850;187;149
96;La Bebe;Yng Lvcas;08/03/2023;0.775;0.465;-8.365.000;0.365;0.609;0.000;0.707;105;74
184;LA CANCIÓN;J Balvin, Bad Bunny;08/03/2023;0.754;0.646;-5.795.000;0.317;0.152;0.000;0.429;17;88
136;LA INOCENTE;Mora, Feid;08/03/2023;0.757;0.789;-3.460;0.058;0.307;0.000;0.464;65;118
28;La Jumpa;Arcángel, Bad Bunny;08/03/2023;0.887;0.234;-14.520;0.178;0.111;0.670;0.197;173;149
17;Last Night;Morgan Wallen;08/03/2023;0.492;0.675;-5.456.000;0.039;0.467;0.000;0.478;184;119
103;Late Night Talking;Harry Styles;08/03/2023;0.714;0.728;-4.595.000;0.047;0.298;0.000;0.901;98;121
111;Lavender Haze;Taylor Swift;08/03/2023;0.733;0.436;-10.489.000;0.080;0.258;0.001;0.098;90;149
100;Leão;Marília Mendonça;08/03/2023;0.743;0.865;-3.897.000;0.032;0.449;0.000;0.794;101;114
175;Left and Right (Feat. Jung Kook of BTS);Charlie Puth, Jung Kook, BTS;08/03/2023;0.881;0.592;-4.898.000;0.032;0.619;0.000;0.719;26;108
114;LET GO;Central Cee;08/03/2023;0.735;0.449;-9.933.000;0.383;0.859;0.000;0.514;87;90
132;LOKERA;Rauw Alejandro, Lyanno, Brray;08/03/2023;0.836;0.826;-2.660;0.046;0.213;0.000;0.579;69;101
169;Lose Yourself;Eminem;08/03/2023;0.686;0.735;-4.616.000;0.264;0.009;0.001;0.060;32;120
169;"Lose Yourself - From ""8 Mile"" Soundtrack";Eminem;08/03/2023;0.686;0.735;-4.616.000;0.264;0.009;0.001;0.060;32;103
182;Love On The Brain;Rihanna;08/03/2023;0.509;0.637;-4.830;0.047;0.072;0.000;0.378;19;26
98;lovely (with Khalid);Billie Eilish, Khalid;08/03/2023;0.351;0.296;-10.109.000;0.033;0.934;0.000;0.120;103;149
107;Low;SZA;08/03/2023;0.698;0.546;-7.234.000;0.056;0.425;0.003;0.335;94;99
64;Made You Look;Meghan Trainor;08/03/2023;0.838;0.525;-3.562.000;0.067;0.345;0.000;0.884;137;135
158;Malas Decisiones;Kenia OS;08/03/2023;0.812;0.791;-3.704.000;0.028;0.047;0.000;0.635;43;44
115;Marisola - Remix;Cris Mj, Duki, Nicki Nicole, Standly, Stars Music Chile;08/03/2023;0.765;0.872;-5.863.000;0.050;0.173;0.000;0.722;86;99
45;Me Porto Bonito;Bad Bunny, Chencho Corleone;08/03/2023;0.911;0.712;-5.105.000;0.082;0.090;0.000;0.425;156;149
54;MERCHO;LiL CaKe, Migrantes, Nico Valdi;08/03/2023;0.838;0.790;-1.602.000;0.108;0.431;0.000;0.962;147;122
116;METAMORPHOSIS;INTERWORLD;08/03/2023;0.593;0.641;-12.727.000;0.099;0.426;0.901;0.147;85;148
67;MIENTRAS ME CURO DEL CORA;KAROL G;08/03/2023;0.523;0.477;-6.786.000;0.392;0.855;0.000;0.570;134;95
78;Miss You;Oliver Tree, Robin Schulz;08/03/2023;0.587;0.742;-6.640;0.053;0.013;0.001;0.199;123;97
43;Mockingbird;Eminem;08/03/2023;0.637;0.678;-3.798.000;0.266;0.209;0.000;0.254;158;149
183;Money Trees;Kendrick Lamar, Jay Rock;08/03/2023;0.716;0.531;-7.355.000;0.122;0.070;0.000;0.344;18;84
165;Monotonía;Shakira, Ozuna;08/03/2023;0.873;0.695;-4.207.000;0.046;0.419;0.000;0.823;36;81
194;Moscow Mule;Bad Bunny;08/03/2023;0.804;0.674;-5.453.000;0.033;0.294;0.000;0.292;7;73
167;Murder In My Mind;Kordhell;08/03/2023;0.712;0.972;-0.514;0.112;0.005;0.000;0.568;34;102
178;Neverita;Bad Bunny;08/03/2023;0.876;0.498;-7.511.000;0.048;0.071;0.000;0.428;23;81
140;Night Changes;One Direction;08/03/2023;0.672;0.520;-7.747.000;0.035;0.859;0.000;0.370;61;149
85;No Role Modelz;J. Cole;08/03/2023;0.690;0.521;-8.492.000;0.339;0.324;0.000;0.494;116;149
181;No Se Va - En Vivo;Grupo Frontera;08/03/2023;0.594;0.527;-9.335.000;0.034;0.121;0.000;0.692;20;110
129;Nobody Gets Me;SZA;08/03/2023;0.358;0.284;-8.285.000;0.029;0.805;0.000;0.276;72;75
82;Nonsense;Sabrina Carpenter;08/03/2023;0.740;0.697;-4.912.000;0.034;0.027;0.000;0.732;119;138
86;Normal;Feid;08/03/2023;0.709;0.560;-4.867.000;0.171;0.034;0.000;0.541;115;147
60;Nosso Quadro;AgroPlay, A Castela;08/03/2023;0.691;0.708;-4.821.000;0.195;0.338;0.000;0.602;141;101
72;Ojitos Lindos;Bad Bunny, Bomba Estéreo;08/03/2023;0.647;0.686;-5.745.000;0.041;0.080;0.000;0.268;129;149
21;OMG;NewJeans;08/03/2023;0.804;0.771;-4.067.000;0.043;0.357;0.000;0.739;180;148
41;on the street (with J. Cole);j-hope, J. Cole;08/03/2023;0.681;0.821;-5.120;0.131;0.532;0.001;0.813;160;22
110;One Thing At A Time;Morgan Wallen;08/03/2023;0.613;0.914;-5.153.000;0.030;0.005;0.000;0.916;91;14
59;People;Libianca;08/03/2023;0.573;0.422;-7.621.000;0.068;0.551;0.000;0.693;142;139
87;Perfect;Ed Sheeran;08/03/2023;0.599;0.448;-6.312.000;0.023;0.163;0.000;0.168;114;149
137;PERO TÚ;KAROL G, Quevedo;08/03/2023;0.861;0.790;-4.561.000;0.291;0.394;0.000;0.681;64;21
133;PLAYA DEL INGLÉS;Quevedo, Myke Towers;08/03/2023;0.793;0.736;-3.254.000;0.047;0.082;0.000;0.656;68;97
29;Players;Coi Leray;08/03/2023;0.954;0.516;-5.817.000;0.160;0.030;0.000;0.624;172;131
134;Por las Noches;Peso Pluma;08/03/2023;0.807;0.595;-7.190;0.033;0.310;0.000;0.392;67;93
38;PRC;Peso Pluma, Natanael Cano;08/03/2023;0.784;0.826;-6.340;0.054;0.097;0.000;0.893;163;125
70;Private Landing (feat. Justin Bieber & Future);Don Toliver, Justin Bieber, Future;08/03/2023;0.843;0.669;-4.105.000;0.064;0.085;0.000;0.435;131;15
63;PROVENZA;KAROL G;08/03/2023;0.870;0.517;-7.918.000;0.048;0.576;0.006;0.540;138;149
61;PUNTO G;Quevedo;08/03/2023;0.751;0.761;-4.113.000;0.150;0.251;0.000;0.553;140;140
191;Qué Agonía;Yuridia, Ángela Aguilar;08/03/2023;0.732;0.573;-5.733.000;0.024;0.560;0.000;0.882;10;68
62;Que Vuelvas;Carin Leon, Grupo Frontera;08/03/2023;0.491;0.643;-4.309.000;0.044;0.187;0.000;0.779;139;149
30;Quevedo: Bzrp Music Sessions, Vol. 52;Bizarrap, Quevedo;08/03/2023;0.621;0.782;-5.548.000;0.044;0.013;0.033;0.550;171;149
92;Rara Vez;Taiu, Milo j;08/03/2023;0.838;0.708;-4.668.000;0.166;0.176;0.000;0.960;109;95
157;Red Ruby Da Sleeze;Nicki Minaj;08/03/2023;0.696;0.733;-6.181.000;0.256;0.115;0.000;0.292;44;14
69;Reminder;The Weeknd;08/03/2023;0.706;0.505;-6.923.000;0.193;0.142;0.000;0.388;132;101
174;Revenge;XXXTENTACION;08/03/2023;0.746;0.251;-16.169.000;0.259;0.782;0.002;0.180;27;77
49;Rich Flex;Drake, 21 Savage;08/03/2023;0.561;0.520;-9.342.000;0.244;0.050;0.000;0.424;152;149
135;Riptide;Vance Joy;08/03/2023;0.484;0.731;-6.694.000;0.038;0.431;0.000;0.510;66;149
51;Romantic Homicide;d4vd;08/03/2023;0.571;0.544;-10.613.000;0.030;0.453;0.008;0.216;150;149
79;Save Your Tears;The Weeknd;08/03/2023;0.680;0.826;-5.487.000;0.031;0.021;0.000;0.644;122;149
101;Save Your Tears (Remix) (with Ariana Grande);The Weeknd, Ariana Grande;08/03/2023;0.650;0.825;-4.645.000;0.033;0.022;0.000;0.593;100;117
142;Say You Won't Let Go;James Arthur;08/03/2023;0.358;0.557;-7.398.000;0.059;0.695;0.000;0.494;59;104
127;Set Fire to the Rain;Adele;08/03/2023;0.603;0.670;-3.882.000;0.025;0.004;0.000;0.446;74;131
7;Shakira: Bzrp Music Sessions, Vol. 53;Bizarrap, Shakira;08/03/2023;0.778;0.632;-5.600;0.049;0.274;0.000;0.498;194;138
160;Shape of You;Ed Sheeran;08/03/2023;0.825;0.652;-3.183.000;0.080;0.581;0.000;0.931;41;140
199;Shinunoga E-Wa;Fujii Kaze;08/03/2023;0.600;0.760;-6.124.000;0.045;0.166;0.000;0.519;2;73
138;Shivers;Ed Sheeran;08/03/2023;0.788;0.859;-2.724.000;0.086;0.281;0.000;0.822;63;142
13;Shorty Party;Cartel De Santa, La Kelly;08/03/2023;0.928;0.468;-8.196.000;0.364;0.328;0.000;0.470;188;79
200;Shut Down;BLACKPINK;08/03/2023;0.818;0.690;-5.119.000;0.045;0.003;0.000;0.688;1;122
144;Shut up My Moms Calling;Hotel Ugly;08/03/2023;0.485;0.409;-10.711.000;0.101;0.325;0.000;0.376;57;132
112;Sial;Mahalini;08/03/2023;0.563;0.431;-6.784.000;0.039;0.890;0.000;0.196;89;67
35;Snooze;SZA;08/03/2023;0.559;0.551;-7.231.000;0.132;0.141;0.000;0.392;166;146
81;Someone You Loved;Lewis Capaldi;08/03/2023;0.501;0.405;-5.679.000;0.032;0.751;0.000;0.446;120;149
161;Something in the Orange;Zach Bryan;08/03/2023;0.369;0.192;-12.151.000;0.040;0.555;0.000;0.148;40;101
186;Somewhere Only We Know;Keane;08/03/2023;0.448;0.665;-4.203.000;0.026;0.060;0.000;0.304;15;122
73;SP;Rosa Linn;08/03/2023;0.565;0.636;-8.198.000;0.064;0.107;0.000;0.525;128;120
185;Space Song;Beach House;08/03/2023;0.508;0.792;-7.311.000;0.030;0.229;0.124;0.601;16;61
117;SPIT IN MY FACE!;ThxSoMch;08/03/2023;0.730;0.785;-6.512.000;0.055;0.046;0.022;0.649;84;92
24;Starboy;The Weeknd, Daft Punk;08/03/2023;0.679;0.587;-7.015.000;0.276;0.141;0.000;0.486;177;149
148;Stargirl Interlude;The Weeknd, La Del Rey;08/03/2023;0.715;0.470;-12.638.000;0.077;0.353;0.092;0.426;53;139
55;STAY (with Justin Bieber);The Kid LAROI, Justin Bieber;08/03/2023;0.591;0.764;-5.484.000;0.048;0.038;0.000;0.478;146;149
149;Summertime Sadness;Lana Del Rey;08/03/2023;0.568;0.646;-6.793.000;0.033;0.046;0.000;0.211;52;148
187;Sunflower - Spider-Man: Into the Spider-Verse;Post Malone, Swae Lee;08/03/2023;0.755;0.522;-4.368.000;0.058;0.533;0.000;0.925;14;129
46;Superhero (Heroes & Villains) [with Future & Chris Brown];Metro Boomin, Future, Chris Brown;08/03/2023;0.526;0.606;-5.300;0.259;0.152;0.000;0.492;155;149
166;Superman;Eminem, Dina Rae;08/03/2023;0.802;0.755;-3.138.000;0.056;0.022;0.000;0.580;35;136
37;Sure Thing;Miguel;08/03/2023;0.684;0.607;-8.127.000;0.100;0.027;0.000;0.498;164;149
53;Sweater Weather;The Neighbourhood;08/03/2023;0.612;0.807;-2.810;0.034;0.050;0.018;0.398;148;149
121;The Color Violet;Tory Lanez;08/03/2023;0.645;0.534;-10.800;0.048;0.157;0.000;0.463;80;141
123;The Hills;The Weeknd;08/03/2023;0.585;0.564;-7.063.000;0.052;0.067;0.000;0.137;78;116
143;The Real Slim Shady;Eminem;08/03/2023;0.949;0.661;-4.244.000;0.057;0.030;0.000;0.760;58;147
97;Thinkin' Bout Me;Morgan Wallen;08/03/2023;0.656;0.757;-5.775.000;0.031;0.492;0.000;0.429;104;10
91;Those Eyes;New West;08/03/2023;0.593;0.352;-8.296.000;0.028;0.695;0.000;0.226;110;149
71;Tití Me Preguntó;Bad Bunny;08/03/2023;0.650;0.715;-5.198.000;0.253;0.099;0.000;0.187;130;149
12;Tormenta (feat. Bad Bunny);Gorillaz, Bad Bunny;08/03/2023;0.637;0.768;-6.468.000;0.056;0.458;0.002;0.297;189;42
2;TQG;KAROL G, Shakira;08/03/2023;0.720;0.630;-3.547.000;0.277;0.673;0.000;0.607;199;95
120;Trance (with Travis Scott & Young Thug);Metro Boomin, Travis Scott, Young Thug;08/03/2023;0.571;0.549;-7.380;0.404;0.180;0.000;0.447;81;86
197;Umbrella;Rihanna, JAY-Z;08/03/2023;0.583;0.829;-4.603.000;0.134;0.009;0.000;0.575;4;29
44;Under The Influence;Chris Brown;08/03/2023;0.733;0.690;-5.529.000;0.043;0.064;0.000;0.310;157;149
11;Unholy (feat. Kim Petras);Sam Smith, Kim Petras;08/03/2023;0.712;0.463;-7.399.000;0.080;0.011;0.000;0.206;190;149
118;Unstoppable;Sia;08/03/2023;0.468;0.779;-4.839.000;0.078;0.112;0.000;0.260;83;149
84;Until I Found You;Stephen Sanchez;08/03/2023;0.346;0.500;-6.097.000;0.039;0.757;0.000;0.191;117;147
23;Until I Found You (with Em Beihold) - Em Beihold Version;Stephen Sanchez, Em Beihold;08/03/2023;0.551;0.550;-5.339.000;0.029;0.777;0.000;0.342;178;149
176;VISTA AL MAR;Quevedo;08/03/2023;0.759;0.561;-5.643.000;0.131;0.803;0.121;0.491;25;76
108;Viva La Vida;Coldplay;08/03/2023;0.486;0.617;-7.115.000;0.029;0.095;0.000;0.417;93;149
156;WANDA;Quevedo;08/03/2023;0.724;0.631;-4.420;0.069;0.249;0.000;0.957;45;59
50;Watch This - ArizonaTears Pluggnb Remix;Lil Uzi Vert, sped up nightcore, ArizonaTears;08/03/2023;0.686;0.897;-7.180;0.039;0.010;0.103;0.355;151;92
113;Watermelon Sugar;Harry Styles;08/03/2023;0.548;0.816;-4.209.000;0.047;0.122;0.000;0.557;88;149
95;We Found Love;Rihanna, Calvin Harris;08/03/2023;0.734;0.766;-4.485.000;0.038;0.025;0.001;0.600;106;106
102;When I Was Your Man;Bruno Mars;08/03/2023;0.601;0.271;-8.688.000;0.040;0.937;0.000;0.411;99;148
159;Why'd You Only Call Me When You're High?;Arctic Monkeys;08/03/2023;0.691;0.631;-6.478.000;0.037;0.048;0.000;0.800;42;120
105;Without Me;Eminem;08/03/2023;0.908;0.669;-2.827.000;0.074;0.003;0.000;0.662;96;149
195;Woman;Doja Cat;08/03/2023;0.824;0.764;-4.175.000;0.085;0.089;0.003;0.881;6;16
26;X SI VOLVEMOS;KAROL G, Romeo Santos;08/03/2023;0.794;0.807;-3.447.000;0.326;0.334;0.000;0.575;175;113
9;Yandel 150;Yandel, Feid;08/03/2023;0.783;0.729;-3.549.000;0.069;0.049;0.000;0.580;192;146
106;Yellow;Coldplay;08/03/2023;0.429;0.661;-7.227.000;0.028;0.002;0.000;0.285;95;149
152;You Proof;Morgan Wallen;08/03/2023;0.732;0.839;-5.007.000;0.035;0.265;0.000;0.629;49;38
58;10:35;Tiësto, Tate McRae;07/03/2023;0.696;0.793;-5.733.000;0.097;0.068;0.000;0.698;143;120
92;505;Arctic Monkeys;07/03/2023;0.520;0.852;-5.866.000;0.054;0.002;0.000;0.234;109;149
186;About Damn Time;Lizzo;07/03/2023;0.836;0.743;-6.305.000;0.065;0.097;0.000;0.723;15;66
159;After Hours;The Weeknd;07/03/2023;0.664;0.572;-6.099.000;0.031;0.081;0.006;0.143;42;17
110;Ain't That Some;Morgan Wallen;07/03/2023;0.641;0.803;-5.781.000;0.029;0.002;0.000;0.671;91;8
36;AMG;Natanael Cano, Peso Pluma, Gabito Ballesteros;07/03/2023;0.772;0.730;-6.657.000;0.097;0.152;0.000;0.786;165;144
25;Another Love;Tom Odell;07/03/2023;0.442;0.538;-8.550;0.045;0.717;0.000;0.139;176;149
19;Anti-Hero;Taylor Swift;07/03/2023;0.637;0.643;-6.571.000;0.052;0.130;0.000;0.533;182;149
122;Apocalypse;Cigarettes After Sex;07/03/2023;0.369;0.467;-9.018.000;0.027;0.019;0.460;0.174;79;148
6;As It Was;Harry Styles;07/03/2023;0.520;0.731;-5.338.000;0.056;0.342;0.001;0.662;195;149
64;Bad Habit;Steve Lacy;07/03/2023;0.686;0.494;-7.093.000;0.036;0.613;0.000;0.700;137;149
46;Bebe Dame;Fuerza Regida, Grupo Frontera;07/03/2023;0.529;0.602;-4.629.000;0.046;0.299;0.000;0.756;155;149
125;Believer;Imagine Dragons;07/03/2023;0.776;0.780;-4.374.000;0.128;0.062;0.000;0.666;76;149
194;Besos Moja2;Wisin & Yandel, ROSALÍA;07/03/2023;0.736;0.727;-4.642.000;0.057;0.058;0.000;0.644;7;68
123;Blank Space;Taylor Swift;07/03/2023;0.760;0.703;-5.412.000;0.054;0.103;0.000;0.570;78;148
49;Blinding Lights;The Weeknd;07/03/2023;0.514;0.730;-5.934.000;0.060;0.001;0.000;0.334;152;149
167;Bloody Mary;Lady Gaga;07/03/2023;0.591;0.637;-6.365.000;0.030;0.011;0.000;0.432;34;77
40;Bones;Imagine Dragons;07/03/2023;0.772;0.750;-3.670;0.046;0.020;0.000;0.587;161;149
5;Boy's a liar Pt. 2;PinkPantheress, Ice Spice;07/03/2023;0.696;0.809;-8.254.000;0.050;0.252;0.000;0.857;196;139
75;CAIRO;KAROL G, Ovy On The Drums;07/03/2023;0.957;0.677;-3.979.000;0.292;0.483;0.000;0.469;126;105
97;Call Out My me;The Weeknd;07/03/2023;0.461;0.593;-4.954.000;0.036;0.170;0.000;0.175;104;119
11;Calm Down (with Selena Gomez);Rema, Selena Gomez;07/03/2023;0.801;0.806;-5.206.000;0.038;0.382;0.001;0.802;190;149
